product_id,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I921232,C235057,Female,43,Toys,2,71.68,Cash,10/10/2021,Cevahir AVM
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30/06/2021,Metrocity
I199384,C260889,Male,58,Books,4,60.6,Credit Card,24/03/2022,Kanyon
I300557,C207753,Female,34,Cosmetics,3,121.98,Debit Card,17/09/2022,Istinye Park
I162186,C204154,Female,32,Cosmetics,2,81.32,Debit Card,31/07/2021,Istinye Park
I299125,C290344,Male,27,Souvenir,4,46.92,Credit Card,21/11/2022,Kanyon
I720017,C730395,Female,28,Food & Beverage,2,10.46,Credit Card,4/9/2022,Kanyon
I293086,C312155,Male,55,Cosmetics,3,121.98,Credit Card,18/02/2021,Kanyon
I995407,C259743,Female,48,Souvenir,3,35.19,Cash,21/03/2021,Metropol AVM
I306845,C605200,Female,46,Food & Beverage,4,20.92,Credit Card,2/9/2022,Mall of Istanbul
I274190,C317850,Female,20,Toys,3,107.52,Cash,16/06/2021,Metropol AVM
I305432,C986860,Male,39,Toys,3,107.52,Credit Card,26/01/2023,Mall of Istanbul
I224122,C236428,Male,44,Clothing,5,1500.4,Credit Card,1/7/2022,Mall of Istanbul
I119142,C278588,Female,35,Cosmetics,5,203.3,Debit Card,25/01/2023,Cevahir AVM
I117526,C154184,Male,48,Cosmetics,5,203.3,Credit Card,23/09/2022,Emaar Square Mall
I195735,C287459,Female,22,Clothing,1,300.08,Credit Card,8/9/2021,Kanyon
I243930,C617884,Female,52,Technology,3,3150,Debit Card,31/10/2022,Istinye Park
I320007,C294024,Male,45,Clothing,5,1500.4,Debit Card,18/10/2021,Metrocity
I339004,C790567,Male,64,Clothing,4,1200.32,Credit Card,15/07/2022,Mall of Istanbul
I139437,C799447,Male,38,Souvenir,5,58.65,Credit Card,31/05/2021,Mall of Istanbul
I325491,C144628,Female,45,Shoes,2,1200.34,Cash,22/12/2021,Kanyon
I332582,C260810,Female,41,Souvenir,5,58.65,Cash,28/10/2022,Metropol AVM
I976566,C670524,Female,57,Cosmetics,1,40.66,Cash,13/06/2021,Forum Istanbul
I420592,C334281,Male,57,Food & Beverage,4,20.92,Debit Card,25/09/2022,Kanyon
I312499,C314173,Female,60,Books,1,15.15,Credit Card,18/08/2021,Mall of Istanbul
I304591,C122712,Female,44,Food & Beverage,2,10.46,Debit Card,16/09/2021,Kanyon
I122118,C276111,Male,38,Cosmetics,5,203.3,Cash,15/11/2022,Metrocity
I297539,C277924,Male,65,Food & Beverage,3,15.69,Credit Card,7/8/2021,Mall of Istanbul
I339496,C286466,Male,30,Clothing,1,300.08,Debit Card,25/05/2021,Metropol AVM
I160687,C327001,Female,50,Clothing,2,600.16,Debit Card,12/7/2022,Istinye Park
I153842,C509924,Female,19,Food & Beverage,3,15.69,Credit Card,14/09/2022,Forum Istanbul
I615452,C453635,Male,26,Shoes,1,600.17,Debit Card,6/3/2022,Metrocity
I908600,C259539,Female,54,Cosmetics,4,162.64,Credit Card,23/02/2023,Forum Istanbul
I708279,C729392,Female,63,Cosmetics,3,121.98,Credit Card,25/06/2021,Emaar Square Mall
I328691,C280085,Female,66,Clothing,2,600.16,Debit Card,31/07/2022,Metrocity
I423782,C767634,Female,48,Cosmetics,2,81.32,Debit Card,8/4/2021,Mall of Istanbul
I123315,C230018,Male,46,Clothing,2,600.16,Debit Card,1/4/2021,Zorlu Center
I182578,C238063,Male,54,Shoes,4,2400.68,Cash,13/02/2022,Kanyon
I403818,C308584,Male,62,Books,5,75.75,Cash,15/06/2022,Viaport Outlet
I508712,C216619,Female,64,Toys,3,107.52,Credit Card,19/07/2022,Mall of Istanbul
I959992,C241523,Male,55,Food & Beverage,3,15.69,Cash,1/7/2022,Metrocity
I279688,C209761,Female,20,Clothing,1,300.08,Credit Card,19/06/2021,Cevahir AVM
I300847,C329153,Male,41,Toys,5,179.2,Credit Card,11/1/2022,Istinye Park
I170966,C126702,Male,54,Food & Beverage,5,26.15,Credit Card,5/12/2022,Istinye Park
I230221,C287787,Male,34,Clothing,1,300.08,Cash,21/04/2021,Metropol AVM
I317354,C142943,Female,31,Clothing,1,300.08,Cash,10/11/2021,Metropol AVM
I155404,C100484,Male,48,Toys,4,143.36,Cash,19/09/2022,Metrocity
I151181,C260213,Female,44,Clothing,2,600.16,Debit Card,18/01/2021,Emaar Square Mall
I144046,C210589,Female,42,Shoes,1,600.17,Credit Card,21/04/2022,Kanyon
I959386,C885556,Male,25,Shoes,1,600.17,Credit Card,25/11/2022,Mall of Istanbul
I737965,C944366,Male,64,Clothing,5,1500.4,Cash,9/11/2022,Kanyon
I194017,C462011,Female,67,Technology,5,5250,Cash,3/1/2022,Kanyon
I252777,C262366,Female,55,Clothing,2,600.16,Cash,19/02/2022,Zorlu Center
I254142,C212400,Female,62,Shoes,3,1800.51,Credit Card,15/12/2022,Emaar Square Mall
I120850,C204307,Female,54,Clothing,2,600.16,Credit Card,8/11/2021,Metrocity
I220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,1/5/2022,Kanyon
I180980,C119825,Female,30,Clothing,2,600.16,Cash,14/04/2021,Forum Istanbul
I301451,C260171,Female,58,Cosmetics,5,203.3,Debit Card,28/06/2021,Kanyon
I125700,C244973,Male,49,Shoes,5,3000.85,Credit Card,10/6/2022,Forum Istanbul
I533062,C208765,Female,49,Clothing,3,900.24,Cash,12/5/2022,Mall of Istanbul
I998874,C321053,Female,19,Clothing,5,1500.4,Debit Card,27/12/2022,Mall of Istanbul
I325619,C183356,Female,58,Food & Beverage,1,5.23,Debit Card,16/08/2021,Kanyon
I200646,C155763,Female,49,Food & Beverage,2,10.46,Credit Card,5/3/2021,Kanyon
I337094,C567509,Female,50,Technology,1,1050,Cash,9/2/2023,Zorlu Center
I436935,C486241,Female,21,Cosmetics,4,162.64,Cash,26/02/2023,Istinye Park
I585560,C306892,Male,21,Shoes,2,1200.34,Cash,17/02/2023,Mall of Istanbul
I191967,C266819,Male,63,Cosmetics,5,203.3,Credit Card,8/8/2022,Kanyon
I304567,C317897,Male,30,Souvenir,2,23.46,Credit Card,8/3/2023,Forum Istanbul
I232809,C545424,Male,66,Shoes,5,3000.85,Credit Card,2/10/2021,Metrocity
I157441,C224223,Female,23,Food & Beverage,4,20.92,Cash,22/12/2021,Mall of Istanbul
I591015,C286181,Female,69,Clothing,1,300.08,Cash,12/9/2021,Metrocity
I219334,C144371,Female,45,Shoes,4,2400.68,Credit Card,23/03/2022,Kanyon
I162719,C402433,Male,53,Clothing,5,1500.4,Credit Card,11/12/2021,Emaar Square Mall
I237375,C297425,Female,50,Books,1,15.15,Cash,29/12/2022,Istinye Park
I289611,C222906,Female,45,Clothing,3,900.24,Debit Card,8/3/2023,Cevahir AVM
I217650,C236397,Female,47,Food & Beverage,3,15.69,Debit Card,10/2/2021,Forum Istanbul
I214129,C309079,Female,36,Clothing,1,300.08,Debit Card,10/5/2021,Metrocity
I300799,C116633,Female,61,Food & Beverage,3,15.69,Cash,6/3/2022,Metropol AVM
I163771,C259606,Female,46,Toys,4,143.36,Credit Card,29/03/2021,Mall of Istanbul
I252528,C333065,Male,47,Technology,5,5250,Debit Card,4/10/2022,Cevahir AVM
I147387,C211494,Female,38,Clothing,5,1500.4,Cash,4/11/2021,Mall of Istanbul
I186255,C302831,Female,41,Clothing,1,300.08,Credit Card,8/11/2022,Kanyon
I308341,C282397,Male,29,Clothing,4,1200.32,Cash,17/05/2021,Istinye Park
I177664,C233697,Female,58,Cosmetics,3,121.98,Credit Card,16/06/2022,Kanyon
I278519,C129976,Male,69,Technology,3,3150,Debit Card,24/09/2022,Cevahir AVM
I160636,C812053,Female,53,Cosmetics,4,162.64,Cash,4/4/2022,Metropol AVM
I306136,C324783,Male,26,Food & Beverage,1,5.23,Cash,18/10/2022,Metrocity
I240224,C281502,Male,53,Food & Beverage,1,5.23,Cash,16/10/2021,Mall of Istanbul
I227030,C433234,Female,63,Clothing,4,1200.32,Credit Card,17/05/2021,Istinye Park
I258204,C167183,Female,54,Clothing,1,300.08,Credit Card,3/2/2023,Emaar Square Mall
I231070,C311195,Female,54,Clothing,5,1500.4,Debit Card,15/11/2022,Forum Istanbul
I434983,C107399,Male,45,Souvenir,2,23.46,Credit Card,29/07/2021,Istinye Park
I326925,C992967,Female,62,Toys,4,143.36,Credit Card,17/07/2021,Kanyon
I183840,C246719,Female,18,Clothing,1,300.08,Credit Card,8/3/2022,Viaport Outlet
I533184,C220859,Female,44,Shoes,5,3000.85,Credit Card,22/09/2022,Zorlu Center
I735039,C285422,Male,50,Clothing,1,300.08,Cash,1/8/2022,Metropol AVM
I319997,C217049,Male,31,Clothing,5,1500.4,Credit Card,3/4/2021,Istinye Park
I228150,C141094,Male,62,Clothing,5,1500.4,Cash,21/11/2021,Zorlu Center
I215373,C310628,Female,20,Clothing,5,1500.4,Debit Card,17/09/2021,Kanyon
I275695,C297711,Female,65,Books,5,75.75,Cash,9/8/2022,Mall of Istanbul
I107255,C211354,Female,63,Souvenir,1,11.73,Cash,8/9/2021,Metrocity
I301538,C281864,Female,57,Food & Beverage,4,20.92,Cash,8/10/2021,Mall of Istanbul
I119469,C234177,Female,59,Clothing,1,300.08,Debit Card,3/3/2021,Metropol AVM
I678313,C335822,Female,44,Clothing,4,1200.32,Debit Card,26/12/2021,Zorlu Center
I264491,C107261,Female,63,Cosmetics,5,203.3,Credit Card,13/02/2023,Metropol AVM
I177957,C653357,Male,65,Clothing,4,1200.32,Cash,4/7/2021,Cevahir AVM
I188384,C327084,Female,68,Clothing,1,300.08,Cash,26/01/2021,Istinye Park
I527111,C218706,Female,21,Food & Beverage,2,10.46,Debit Card,5/10/2022,Metropol AVM
I152252,C321931,Female,33,Books,5,75.75,Credit Card,5/4/2021,Mall of Istanbul
I131076,C403983,Female,23,Souvenir,2,23.46,Cash,27/03/2021,Metrocity
I151031,C137912,Female,49,Souvenir,5,58.65,Cash,21/11/2022,Mall of Istanbul
I638444,C229733,Male,57,Shoes,2,1200.34,Credit Card,21/02/2022,Metropol AVM
I884439,C304835,Female,54,Toys,4,143.36,Credit Card,22/08/2022,Kanyon
I381853,C124933,Female,41,Cosmetics,3,121.98,Credit Card,6/12/2022,Emaar Square Mall
I104404,C111115,Female,21,Shoes,3,1800.51,Cash,25/03/2021,Kanyon
I926542,C248988,Female,45,Toys,1,35.84,Debit Card,5/3/2021,Kanyon
I263473,C162574,Female,58,Shoes,3,1800.51,Credit Card,2/8/2021,Kanyon
I177317,C331880,Male,53,Food & Beverage,4,20.92,Cash,16/04/2021,Mall of Istanbul
I941223,C291911,Female,53,Clothing,5,1500.4,Credit Card,3/2/2023,Emaar Square Mall
I323436,C153958,Male,39,Food & Beverage,5,26.15,Debit Card,6/5/2022,Kanyon
I245250,C125209,Female,21,Shoes,1,600.17,Cash,5/2/2022,Mall of Istanbul
I589196,C320640,Female,51,Toys,1,35.84,Credit Card,1/12/2022,Mall of Istanbul
I241028,C803666,Male,50,Clothing,2,600.16,Debit Card,16/12/2021,Emaar Square Mall
I846943,C134691,Female,50,Cosmetics,4,162.64,Cash,6/1/2023,Mall of Istanbul
I131492,C729802,Male,61,Food & Beverage,3,15.69,Cash,8/12/2021,Kanyon
I252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,23/02/2021,Mall of Istanbul
I571614,C208545,Female,31,Souvenir,4,46.92,Debit Card,7/1/2022,Istinye Park
I269945,C310975,Male,64,Food & Beverage,1,5.23,Credit Card,14/02/2022,Kanyon
I293115,C109758,Male,50,Clothing,2,600.16,Credit Card,20/05/2022,Viaport Outlet
I180632,C214463,Male,45,Clothing,1,300.08,Credit Card,15/10/2021,Istinye Park
I946433,C387164,Female,29,Technology,4,4200,Debit Card,2/2/2023,Kanyon
I557864,C135196,Female,33,Clothing,1,300.08,Cash,9/11/2021,Mall of Istanbul
I721903,C284031,Male,29,Food & Beverage,2,10.46,Cash,9/1/2023,Mall of Istanbul
I995914,C259260,Male,65,Technology,3,3150,Credit Card,22/11/2021,Metrocity
I423124,C109593,Female,66,Clothing,1,300.08,Cash,7/1/2023,Metrocity
I318626,C270238,Male,54,Cosmetics,3,121.98,Credit Card,23/09/2022,Istinye Park
I284431,C308978,Male,44,Technology,4,4200,Credit Card,24/06/2022,Metropol AVM
I334469,C221607,Male,46,Toys,5,179.2,Cash,4/7/2021,Kanyon
I568785,C115148,Male,37,Food & Beverage,5,26.15,Cash,23/08/2021,Metropol AVM
I307376,C253248,Female,22,Food & Beverage,5,26.15,Credit Card,11/8/2022,Metrocity
I136509,C290760,Female,55,Cosmetics,4,162.64,Cash,2/8/2021,Mall of Istanbul
I194798,C258089,Male,41,Technology,2,2100,Cash,7/7/2022,Mall of Istanbul
I236520,C222102,Male,42,Toys,3,107.52,Credit Card,13/02/2022,Viaport Outlet
I295482,C209440,Male,24,Shoes,3,1800.51,Credit Card,17/10/2022,Zorlu Center
I472275,C203263,Female,43,Cosmetics,4,162.64,Cash,14/11/2022,Metrocity
I301404,C232103,Male,40,Clothing,3,900.24,Credit Card,24/03/2021,Cevahir AVM
I100487,C213360,Female,22,Cosmetics,4,162.64,Cash,19/02/2021,Kanyon
I206026,C225105,Female,27,Books,1,15.15,Cash,12/11/2022,Forum Istanbul
I332620,C158124,Female,68,Cosmetics,2,81.32,Credit Card,13/04/2021,Mall of Istanbul
I434161,C246484,Female,48,Clothing,2,600.16,Credit Card,3/5/2021,Metropol AVM
I166306,C197019,Female,56,Clothing,3,900.24,Cash,24/04/2022,Viaport Outlet
I207389,C947114,Male,25,Clothing,3,900.24,Debit Card,17/12/2022,Kanyon
I237018,C115431,Male,30,Food & Beverage,4,20.92,Cash,19/11/2022,Mall of Istanbul
I246114,C266394,Female,49,Toys,5,179.2,Credit Card,22/09/2022,Metropol AVM
I216889,C122371,Male,57,Clothing,2,600.16,Credit Card,16/03/2022,Mall of Istanbul
I137065,C736428,Female,46,Food & Beverage,4,20.92,Cash,1/1/2022,Mall of Istanbul
I284262,C127339,Male,29,Food & Beverage,3,15.69,Cash,23/07/2021,Kanyon
I154122,C164662,Female,69,Cosmetics,1,40.66,Debit Card,22/12/2021,Metrocity
I950429,C248884,Female,42,Cosmetics,2,81.32,Debit Card,9/3/2022,Kanyon
I499170,C100684,Female,38,Toys,1,35.84,Credit Card,20/02/2022,Kanyon
I253083,C240688,Female,46,Clothing,2,600.16,Debit Card,14/11/2021,Metrocity
I508173,C246364,Male,31,Cosmetics,3,121.98,Debit Card,23/01/2022,Metropol AVM
I763131,C195413,Male,26,Clothing,5,1500.4,Cash,16/01/2021,Mall of Istanbul
I149766,C197308,Female,48,Cosmetics,3,121.98,Cash,2/4/2022,Mall of Istanbul
I702817,C264767,Male,30,Books,5,75.75,Credit Card,16/10/2022,Kanyon
I208491,C299172,Male,56,Clothing,1,300.08,Cash,18/01/2023,Kanyon
I337030,C994327,Male,65,Food & Beverage,2,10.46,Cash,27/09/2022,Metrocity
I312041,C337644,Female,53,Clothing,2,600.16,Credit Card,31/01/2022,Mall of Istanbul
I150629,C175449,Female,43,Clothing,3,900.24,Cash,10/12/2022,Kanyon
I197620,C249092,Male,26,Food & Beverage,2,10.46,Cash,8/4/2022,Metrocity
I730771,C432132,Male,23,Clothing,5,1500.4,Debit Card,5/8/2022,Metrocity
I873382,C289802,Female,54,Shoes,4,2400.68,Credit Card,7/1/2023,Metrocity
I637675,C194330,Male,56,Clothing,4,1200.32,Cash,28/06/2021,Kanyon
I153278,C127945,Female,37,Toys,2,71.68,Cash,4/6/2022,Mall of Istanbul
I842493,C202057,Male,48,Clothing,3,900.24,Debit Card,25/07/2021,Mall of Istanbul
I156991,C315209,Male,56,Food & Beverage,2,10.46,Debit Card,14/02/2021,Emaar Square Mall
I722730,C323605,Female,58,Souvenir,2,23.46,Cash,28/07/2022,Kanyon
I299533,C282395,Female,40,Food & Beverage,3,15.69,Credit Card,9/9/2022,Kanyon
I187160,C109491,Female,38,Shoes,5,3000.85,Debit Card,19/03/2022,Kanyon
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,25/12/2022,Kanyon
I943403,C232330,Male,64,Toys,1,35.84,Cash,20/09/2022,Mall of Istanbul
I454983,C737782,Male,28,Souvenir,5,58.65,Debit Card,12/4/2022,Mall of Istanbul
I338302,C123201,Male,49,Cosmetics,4,162.64,Debit Card,3/10/2021,Viaport Outlet
I328822,C230641,Male,51,Food & Beverage,3,15.69,Cash,13/06/2022,Metrocity
I168181,C805154,Male,22,Clothing,3,900.24,Credit Card,1/7/2021,Metrocity
I108543,C330021,Female,67,Clothing,5,1500.4,Debit Card,8/7/2022,Viaport Outlet
I120615,C107668,Female,22,Toys,2,71.68,Credit Card,2/2/2022,Istinye Park
I248840,C209722,Female,26,Clothing,3,900.24,Cash,10/11/2022,Mall of Istanbul
I283774,C210614,Female,42,Toys,1,35.84,Debit Card,1/1/2023,Istinye Park
I212305,C212378,Female,45,Books,1,15.15,Credit Card,6/11/2021,Emaar Square Mall
I111228,C313586,Female,43,Clothing,1,300.08,Credit Card,9/4/2021,Kanyon
I230558,C292604,Female,35,Cosmetics,2,81.32,Debit Card,31/07/2021,Kanyon
I130124,C216257,Male,49,Clothing,3,900.24,Credit Card,15/08/2022,Viaport Outlet
I221797,C272779,Female,49,Food & Beverage,3,15.69,Cash,24/08/2021,Metrocity
I154490,C100507,Male,33,Clothing,5,1500.4,Cash,24/01/2022,Mall of Istanbul
I159376,C190072,Female,65,Food & Beverage,2,10.46,Cash,14/06/2022,Metropol AVM
I214545,C111827,Male,40,Souvenir,4,46.92,Cash,5/12/2021,Metropol AVM
I213589,C203955,Male,68,Technology,2,2100,Cash,12/10/2021,Viaport Outlet
I101148,C680169,Female,26,Cosmetics,4,162.64,Cash,21/04/2022,Cevahir AVM
I186663,C281091,Male,38,Toys,1,35.84,Debit Card,24/06/2021,Kanyon
I291062,C209122,Female,56,Cosmetics,4,162.64,Credit Card,5/3/2023,Kanyon
I103389,C231964,Male,19,Cosmetics,1,40.66,Cash,9/5/2021,Kanyon
I140596,C291641,Female,18,Cosmetics,2,81.32,Cash,11/9/2021,Metrocity
I115322,C315386,Male,55,Food & Beverage,1,5.23,Credit Card,1/10/2021,Forum Istanbul
I273800,C290158,Female,53,Cosmetics,2,81.32,Cash,1/8/2021,Mall of Istanbul
I384332,C226218,Female,69,Cosmetics,1,40.66,Cash,4/9/2021,Metrocity
I268628,C633946,Male,27,Cosmetics,3,121.98,Cash,21/05/2021,Mall of Istanbul
I146305,C118742,Female,36,Food & Beverage,2,10.46,Cash,11/7/2022,Kanyon
I648743,C218295,Female,61,Shoes,5,3000.85,Debit Card,2/1/2023,Mall of Istanbul
I148083,C636874,Female,43,Cosmetics,5,203.3,Credit Card,29/06/2021,Istinye Park
I733806,C310472,Female,51,Food & Beverage,4,20.92,Credit Card,21/03/2021,Metropol AVM
I214007,C119440,Male,38,Toys,4,143.36,Credit Card,25/03/2022,Metrocity
I480974,C230305,Male,34,Food & Beverage,2,10.46,Debit Card,10/5/2021,Mall of Istanbul
I126095,C197131,Male,23,Food & Beverage,5,26.15,Credit Card,24/03/2022,Metropol AVM
I100033,C278721,Male,56,Food & Beverage,4,20.92,Credit Card,19/10/2021,Zorlu Center
I265860,C247868,Male,60,Food & Beverage,4,20.92,Credit Card,15/03/2022,Mall of Istanbul
I512570,C834257,Female,59,Souvenir,4,46.92,Cash,24/11/2022,Metrocity
I118757,C242041,Male,43,Clothing,1,300.08,Credit Card,21/07/2022,Kanyon
I313516,C892871,Male,55,Books,4,60.6,Cash,29/03/2021,Metrocity
I223795,C280596,Male,40,Clothing,3,900.24,Cash,26/12/2022,Metrocity
I254341,C703073,Female,43,Food & Beverage,2,10.46,Credit Card,21/01/2023,Metropol AVM
I273435,C282097,Male,59,Food & Beverage,4,20.92,Credit Card,6/11/2021,Emaar Square Mall
I127616,C179726,Male,24,Books,5,75.75,Debit Card,12/12/2021,Kanyon
I893043,C838282,Female,63,Clothing,5,1500.4,Credit Card,11/11/2022,Kanyon
I295712,C181939,Male,31,Food & Beverage,2,10.46,Cash,25/06/2022,Mall of Istanbul
I162565,C755148,Female,69,Clothing,2,600.16,Credit Card,4/7/2022,Istinye Park
I300520,C282107,Female,36,Books,3,45.45,Credit Card,2/2/2023,Metrocity
I149473,C102560,Female,54,Clothing,3,900.24,Cash,30/01/2021,Kanyon
I936118,C229670,Male,22,Food & Beverage,3,15.69,Cash,19/02/2023,Istinye Park
I242648,C269986,Male,39,Food & Beverage,1,5.23,Cash,22/06/2022,Metrocity
I725938,C191300,Male,26,Cosmetics,3,121.98,Debit Card,16/10/2022,Metropol AVM
I299480,C167158,Male,44,Shoes,2,1200.34,Credit Card,9/12/2022,Metrocity
I134272,C318225,Female,35,Toys,1,35.84,Debit Card,1/12/2022,Metropol AVM
I128518,C101108,Female,66,Shoes,1,600.17,Debit Card,6/9/2021,Mall of Istanbul
I293208,C103073,Male,61,Shoes,1,600.17,Cash,7/2/2022,Mall of Istanbul
I332003,C299787,Female,30,Cosmetics,2,81.32,Credit Card,16/12/2021,Cevahir AVM
I251779,C555827,Male,55,Toys,5,179.2,Debit Card,12/3/2022,Zorlu Center
I334155,C992695,Female,22,Books,3,45.45,Debit Card,15/12/2022,Viaport Outlet
I724379,C178176,Female,51,Clothing,1,300.08,Debit Card,26/12/2021,Metropol AVM
I843249,C211245,Male,53,Cosmetics,4,162.64,Cash,4/1/2021,Kanyon
I292746,C139231,Female,54,Clothing,5,1500.4,Credit Card,27/04/2022,Viaport Outlet
I230701,C339339,Male,34,Clothing,2,600.16,Credit Card,19/02/2023,Emaar Square Mall
I230983,C321993,Female,49,Clothing,1,300.08,Credit Card,2/3/2023,Kanyon
I313187,C226519,Female,41,Souvenir,4,46.92,Cash,28/01/2021,Kanyon
I206607,C715684,Female,34,Clothing,1,300.08,Credit Card,19/06/2021,Kanyon
I323928,C328195,Female,59,Cosmetics,3,121.98,Cash,16/07/2021,Cevahir AVM
I374693,C284366,Female,20,Food & Beverage,2,10.46,Cash,3/11/2021,Istinye Park
I318521,C354398,Female,23,Clothing,5,1500.4,Cash,16/11/2021,Mall of Istanbul
I222827,C317063,Female,25,Clothing,3,900.24,Credit Card,27/11/2022,Mall of Istanbul
I649554,C156360,Female,63,Toys,3,107.52,Debit Card,2/8/2021,Kanyon
I111055,C474896,Male,68,Technology,1,1050,Credit Card,26/08/2022,Mall of Istanbul
I570709,C140082,Male,58,Shoes,1,600.17,Debit Card,8/9/2021,Cevahir AVM
I251307,C240510,Male,58,Shoes,1,600.17,Debit Card,1/1/2022,Mall of Istanbul
I117277,C292758,Male,47,Clothing,1,300.08,Credit Card,11/1/2023,Istinye Park
I240824,C222262,Female,22,Clothing,5,1500.4,Credit Card,28/08/2021,Mall of Istanbul
I135134,C130016,Female,51,Cosmetics,1,40.66,Credit Card,1/3/2021,Metrocity
I222401,C305749,Male,56,Food & Beverage,5,26.15,Cash,22/05/2021,Viaport Outlet
I263185,C316261,Male,33,Clothing,5,1500.4,Cash,9/3/2021,Kanyon
I311849,C178487,Male,27,Technology,5,5250,Debit Card,21/04/2021,Cevahir AVM
I137332,C205731,Male,50,Shoes,4,2400.68,Cash,3/5/2021,Istinye Park
I319596,C171122,Female,49,Technology,1,1050,Cash,13/01/2022,Istinye Park
I632642,C266021,Female,52,Souvenir,5,58.65,Cash,12/3/2022,Mall of Istanbul
I127930,C576719,Male,54,Clothing,1,300.08,Cash,15/11/2022,Kanyon
I258931,C254022,Male,19,Cosmetics,3,121.98,Credit Card,20/10/2021,Emaar Square Mall
I230411,C121489,Female,49,Cosmetics,5,203.3,Debit Card,30/09/2021,Mall of Istanbul
I136610,C211545,Female,44,Cosmetics,4,162.64,Credit Card,31/01/2021,Mall of Istanbul
I234673,C245349,Male,69,Food & Beverage,4,20.92,Credit Card,8/7/2021,Metropol AVM
I138615,C644605,Female,41,Clothing,5,1500.4,Debit Card,7/10/2021,Kanyon
I116541,C293936,Female,25,Toys,2,71.68,Cash,9/7/2021,Viaport Outlet
I332971,C387282,Female,51,Shoes,4,2400.68,Cash,13/01/2021,Istinye Park
I786653,C405837,Female,53,Shoes,1,600.17,Cash,20/07/2022,Mall of Istanbul
I115338,C193298,Female,20,Clothing,3,900.24,Credit Card,1/9/2021,Emaar Square Mall
I201131,C363987,Male,62,Clothing,1,300.08,Cash,25/10/2022,Cevahir AVM
I328046,C995929,Female,30,Cosmetics,3,121.98,Debit Card,17/06/2022,Mall of Istanbul
I153790,C236969,Female,47,Cosmetics,1,40.66,Cash,9/5/2021,Viaport Outlet
I251311,C145797,Male,40,Shoes,4,2400.68,Credit Card,29/04/2022,Emaar Square Mall
I326582,C241450,Female,35,Clothing,3,900.24,Credit Card,9/11/2021,Metrocity
I474661,C196296,Female,41,Cosmetics,5,203.3,Cash,8/10/2021,Mall of Istanbul
I160638,C306908,Female,48,Clothing,2,600.16,Cash,29/05/2022,Kanyon
I437948,C141984,Male,26,Food & Beverage,5,26.15,Cash,22/08/2022,Metrocity
I282321,C720642,Female,27,Food & Beverage,1,5.23,Cash,16/11/2022,Kanyon
I707747,C270638,Female,26,Souvenir,5,58.65,Debit Card,17/08/2022,Kanyon
I158486,C858536,Female,65,Food & Beverage,3,15.69,Credit Card,10/2/2023,Istinye Park
I224933,C289573,Female,25,Cosmetics,2,81.32,Credit Card,20/01/2021,Kanyon
I164873,C122094,Female,19,Books,4,60.6,Credit Card,19/05/2022,Metrocity
I325555,C162986,Male,21,Technology,4,4200,Credit Card,30/01/2023,Metrocity
I325396,C271881,Female,61,Food & Beverage,5,26.15,Cash,25/02/2021,Istinye Park
I280155,C214260,Female,65,Toys,5,179.2,Debit Card,18/12/2022,Mall of Istanbul
I156562,C209210,Female,23,Cosmetics,4,162.64,Credit Card,16/07/2022,Metrocity
I332361,C296477,Male,42,Clothing,3,900.24,Cash,18/01/2022,Kanyon
I317628,C134069,Male,33,Food & Beverage,3,15.69,Credit Card,11/9/2021,Mall of Istanbul
I907952,C241442,Female,54,Clothing,2,600.16,Credit Card,7/8/2022,Metropol AVM
I281621,C312418,Female,67,Food & Beverage,4,20.92,Credit Card,31/01/2021,Kanyon
I289841,C127004,Female,41,Food & Beverage,1,5.23,Cash,15/07/2021,Cevahir AVM
I335087,C198868,Female,57,Books,5,75.75,Cash,16/10/2021,Kanyon
I239889,C173860,Female,35,Clothing,1,300.08,Cash,29/03/2021,Mall of Istanbul
I742907,C186098,Male,62,Clothing,1,300.08,Cash,22/09/2021,Metropol AVM
I271714,C285261,Male,26,Toys,1,35.84,Cash,20/03/2021,Emaar Square Mall
I457421,C214662,Male,48,Cosmetics,4,162.64,Cash,28/08/2022,Kanyon
I246390,C163444,Female,57,Clothing,4,1200.32,Cash,3/6/2022,Metropol AVM
I179338,C533520,Female,53,Shoes,2,1200.34,Cash,27/03/2021,Istinye Park
I254528,C339565,Male,58,Cosmetics,4,162.64,Cash,4/11/2021,Mall of Istanbul
I299925,C202977,Female,32,Clothing,2,600.16,Credit Card,11/8/2021,Mall of Istanbul
I321373,C237063,Female,23,Food & Beverage,5,26.15,Cash,5/8/2022,Zorlu Center
I966684,C108497,Female,49,Toys,4,143.36,Cash,2/10/2022,Mall of Istanbul
I726807,C219299,Female,26,Clothing,4,1200.32,Credit Card,30/12/2022,Viaport Outlet
I333100,C247547,Female,62,Clothing,5,1500.4,Credit Card,5/1/2022,Mall of Istanbul
I207643,C190917,Male,30,Toys,1,35.84,Cash,28/02/2022,Mall of Istanbul
I647207,C337220,Female,28,Clothing,2,600.16,Credit Card,10/11/2022,Kanyon
I330964,C217919,Female,65,Shoes,2,1200.34,Debit Card,29/11/2022,Metropol AVM
